name,wins_x,losses_x,draws_x,height_cm_x,weight_in_kg_x,reach_in_cm_x,stance_x,date_of_birth_x,significant_strikes_landed_per_minute_x,significant_striking_accuracy_x,significant_strikes_absorbed_per_minute_x,significant_strike_defence_x,average_takedowns_landed_per_15_minutes_x,takedown_accuracy_x,takedown_defense_x,average_submissions_attempted_per_15_minutes_x,country,association,Win-Loss-Draw,Win %,weight_class_2
Luiz Azeredo,15,10,0,175.26,69.85,175.26,Orthodox,1976-06-10,2.16,39.0,2.76,57.0,1.07,50.0,45.0,0.3,,,15-10-0.,0.6,Peso Leve
Bobby Green,31,15,1,177.8,70.31,180.34,Orthodox,1986-09-09,6.14,52.0,3.74,62.0,1.2,37.0,74.0,0.3,,,31-15-1.,0.6702127659574468,Peso Leve
Bruno Silva,13,5,2,162.56,56.7,165.1,Orthodox,1990-03-16,3.05,46.0,3.09,59.0,2.57,30.0,64.0,0.3,,,13-5-2.,0.7,Peso Mosca
Ariane Lipski,16,8,0,167.64,56.7,170.18,Orthodox,1994-01-26,3.94,39.0,4.2,51.0,0.54,50.0,78.0,0.3,,,16-8-0.,0.6666666666666666,Peso Mosca
Keith Wisniewski,28,15,1,182.88,77.11,182.88,Orthodox,1981-10-25,2.32,52.0,4.86,42.0,1.57,40.0,78.0,0.3,,,28-15-1.,0.6477272727272727,Peso Meio-Médio
Melissa Gatto,8,2,2,165.1,56.7,175.26,Orthodox,1996-05-02,3.98,48.0,3.13,54.0,1.18,21.0,63.0,0.3,,,8-2-2.,0.75,Peso Mosca
Carlos Ulberg,10,1,0,193.04,92.99,195.58,Orthodox,1990-11-07,7.29,59.0,3.59,52.0,0.95,75.0,75.0,0.3,,,10-1-0.,0.9090909090909091,Peso Meio-Pesado
Yui Chul Nam,18,8,1,175.26,65.77,175.26,Orthodox,1981-07-16,3.53,51.0,2.0,48.0,1.33,16.0,57.0,0.3,,,18-8-1.,0.6851851851851852,Peso Leve
Rob Font,20,8,0,172.72,61.23,180.34,Orthodox,1987-06-25,5.53,45.0,3.65,56.0,0.89,35.0,46.0,0.3,,,20-8-0.,0.7142857142857143,Peso Galo
Liz Carmouche,13,7,0,167.64,56.7,167.64,Orthodox,1984-02-19,2.78,54.0,2.51,61.0,2.57,51.0,65.0,0.3,,,13-7-0.,0.65,Peso Mosca
Cung Le,9,3,0,175.26,83.91,177.8,Southpaw,1972-05-25,4.36,48.0,2.98,66.0,1.37,71.0,88.0,0.3,,,9-3-0.,0.75,Peso Médio
Myles Jury,17,4,0,177.8,65.77,185.42,Orthodox,1988-10-31,2.94,42.0,2.16,66.0,2.16,55.0,50.0,0.3,,,17-4-0.,0.8095238095238095,Peso Leve
Joshua Burkman,28,16,0,177.8,77.11,182.88,Orthodox,1980-04-10,2.69,43.0,3.13,51.0,2.53,36.0,72.0,0.3,,,28-16-0.,0.6363636363636364,Peso Meio-Médio
Ali Bagautinov,15,6,0,162.56,56.7,165.1,Orthodox,1985-06-10,2.85,42.0,3.09,52.0,2.51,36.0,65.0,0.3,,,15-6-0.,0.7142857142857143,Peso Mosca
Ilir Latifi,17,9,0,177.8,104.33,185.42,Orthodox,1982-07-28,2.05,45.0,2.93,56.0,2.11,35.0,100.0,0.3,,,17-9-0.,0.6538461538461539,Peso Pesado
Katlyn Chookagian,18,5,0,175.26,56.7,172.72,Orthodox,1988-12-28,4.59,34.0,4.41,63.0,0.27,15.0,54.0,0.3,,,18-5-0.,0.782608695652174,Peso Mosca
Francis Ngannou,17,3,0,193.04,113.4,210.82,Orthodox,1986-09-05,2.33,41.0,2.16,41.0,0.76,62.0,71.0,0.3,,,17-3-0.,0.85,Peso Pesado
Tristan Connelly,14,8,0,177.8,65.77,172.72,Orthodox,1985-12-12,3.31,51.0,2.96,50.0,0.33,14.0,60.0,0.3,,,14-8-0.,0.6363636363636364,Peso Leve
Journey Newson,10,5,0,165.1,61.23,170.18,Orthodox,1989-03-07,2.64,32.0,2.57,64.0,0.56,16.0,43.0,0.3,,,10-5-0.,0.6666666666666666,Peso Galo
Ariane Carnelossi,14,3,0,157.48,52.16,154.94,Orthodox,1992-11-17,3.04,40.0,4.72,43.0,1.62,55.0,8.0,0.3,,,14-3-0.,0.8235294117647058,Peso Mosca
Thibault Gouti,12,5,0,177.8,70.31,182.88,Orthodox,1987-02-27,3.68,34.0,5.64,50.0,1.23,80.0,83.0,0.3,,,12-5-0.,0.7058823529411765,Peso Leve
Marlon Moraes,23,10,1,167.64,61.23,170.18,Orthodox,1988-04-26,3.37,40.0,4.53,54.0,0.87,41.0,46.0,0.3,,,23-10-1.,0.6911764705882353,Peso Galo
Kiichi Kunimoto,18,7,2,177.8,77.11,180.34,Orthodox,1981-05-01,1.87,44.0,3.92,41.0,1.59,20.0,28.0,0.3,,,18-7-2.,0.7037037037037037,Peso Meio-Médio
Luana Pinheiro,11,2,0,157.48,52.16,157.48,Orthodox,1992-11-18,3.89,41.0,4.38,62.0,2.36,40.0,66.0,0.3,,,11-2-0.,0.8461538461538461,Peso Mosca
Jessica-Rose Clark,11,9,0,165.1,61.23,162.56,Orthodox,1987-11-28,3.73,51.0,3.51,58.0,1.66,42.0,62.0,0.3,,,11-9-0.,0.55,Peso Galo
Chidi Njokuani,22,10,0,190.5,83.91,203.2,Orthodox,1988-12-31,4.04,60.0,3.19,53.0,0.0,0.0,67.0,0.3,,,22-10-0.,0.6875,Peso Médio
Jonathan Brookins,16,10,0,182.88,65.77,187.96,Southpaw,1985-08-13,2.69,39.0,3.63,56.0,1.94,17.0,80.0,0.3,,,16-10-0.,0.6153846153846154,Peso Leve
Jiri Prochazka,29,4,1,190.5,92.99,203.2,Orthodox,1992-10-14,5.31,55.0,5.17,40.0,0.61,50.0,68.0,0.3,,,29-4-1.,0.8676470588235294,Peso Meio-Pesado
Kennedy Nzechukwu,12,4,0,195.58,92.99,210.82,Southpaw,1992-06-13,4.86,46.0,4.27,51.0,0.68,50.0,80.0,0.3,,,12-4-0.,0.75,Peso Meio-Pesado
Luiz Cane,17,7,0,187.96,83.91,195.58,Southpaw,1981-04-24,4.79,41.0,5.0,60.0,0.56,28.0,100.0,0.3,,,17-7-0.,0.7083333333333334,Peso Médio
Lando Vannata,12,7,2,175.26,70.31,180.34,Orthodox,1992-03-14,4.52,45.0,4.76,55.0,1.09,37.0,69.0,0.3,,,12-7-2.,0.6190476190476191,Peso Leve
Kenichi Yamamoto,5,12,2,182.88,77.11,182.88,Orthodox,1976-07-11,0.3,46.0,1.93,38.0,0.0,0.0,10.0,0.3,,,5-12-2.,0.3157894736842105,Peso Meio-Médio
Tor Troeng,16,7,1,187.96,83.91,187.96,Orthodox,1983-01-25,1.16,46.0,3.26,32.0,0.62,7.0,66.0,0.3,,,16-7-1.,0.6875,Peso Médio
Hayato Sakurai,38,13,2,170.18,76.2,170.18,Orthodox,1975-08-24,2.45,49.0,1.94,59.0,1.87,69.0,56.0,0.3,,,38-13-2.,0.7358490566037735,Peso Meio-Médio
Chris Clements,12,6,0,177.8,77.11,177.8,Orthodox,1976-02-09,3.2,49.0,2.37,44.0,0.0,0.0,32.0,0.3,,,12-6-0.,0.6666666666666666,Peso Meio-Médio
Siyar Bahadurzada,24,8,1,180.34,77.11,185.42,Orthodox,1984-04-17,2.91,40.0,3.23,49.0,1.32,61.0,62.0,0.3,,,24-8-1.,0.7424242424242424,Peso Meio-Médio
Valerie Letourneau,8,6,0,170.18,52.16,172.72,Orthodox,1983-04-29,4.51,37.0,5.4,58.0,0.77,45.0,66.0,0.3,,,8-6-0.,0.5714285714285714,Peso Mosca
Bryan Barberena,18,11,0,182.88,77.11,182.88,Southpaw,1989-05-03,5.53,48.0,4.74,44.0,0.14,22.0,49.0,0.3,,,18-11-0.,0.6206896551724138,Peso Meio-Médio
Guangyou Ning,5,4,1,162.56,65.77,162.56,Southpaw,1981-12-15,2.66,41.0,1.91,61.0,1.09,50.0,62.0,0.3,,,5-4-1.,0.55,Peso Leve
Timur Valiev,18,3,0,167.64,61.23,170.18,Orthodox,1990-01-19,5.19,53.0,3.33,45.0,1.73,40.0,55.0,0.3,,,18-3-0.,0.8571428571428571,Peso Galo
Alejandro Perez,23,9,1,167.64,61.23,170.18,Orthodox,1989-09-02,3.45,35.0,3.18,61.0,0.54,22.0,70.0,0.3,,,23-9-1.,0.7121212121212122,Peso Galo
Arnold Allen,19,2,0,172.72,65.77,177.8,Southpaw,1994-01-22,3.34,40.0,2.86,61.0,1.12,50.0,76.0,0.3,,,19-2-0.,0.9047619047619048,Peso Leve
Macy Chiasson,9,3,0,180.34,61.23,182.88,Orthodox,1991-07-27,3.64,44.0,2.61,46.0,2.17,34.0,64.0,0.3,,,9-3-0.,0.75,Peso Galo
Khadis Ibragimov,8,4,0,190.5,92.99,198.12,Orthodox,1995-05-21,3.55,49.0,4.26,47.0,0.97,30.0,80.0,0.3,,,8-4-0.,0.6666666666666666,Peso Meio-Pesado
Chad Mendes,18,5,0,167.64,65.77,167.64,Orthodox,1985-05-01,2.78,49.0,2.35,67.0,4.13,55.0,100.0,0.3,,,18-5-0.,0.782608695652174,Peso Leve
Rodrigo Damm,13,9,0,170.18,70.31,180.34,Orthodox,1980-02-03,3.5,36.0,5.61,57.0,0.44,16.0,80.0,0.3,,,13-9-0.,0.5909090909090909,Peso Leve
Cody Gibson,20,9,0,177.8,61.23,180.34,Orthodox,1987-09-11,4.75,45.0,4.73,55.0,1.35,35.0,64.0,0.3,,,20-9-0.,0.6896551724137931,Peso Galo
Yuri Villefort,10,5,0,182.88,77.11,185.42,Orthodox,1991-03-23,3.18,43.0,5.42,55.0,2.0,35.0,40.0,0.3,,,10-5-0.,0.6666666666666666,Peso Meio-Médio
Max Holloway,25,7,0,180.34,65.77,175.26,Orthodox,1991-12-04,7.17,47.0,4.75,59.0,0.27,53.0,84.0,0.3,,,25-7-0.,0.78125,Peso Leve
Jorge Masvidal,35,17,0,180.34,77.11,187.96,Orthodox,1984-11-12,4.05,47.0,3.05,64.0,1.38,59.0,72.0,0.3,,,35-17-0.,0.6730769230769231,Peso Meio-Médio
Alex Morono,23,9,0,180.34,77.11,182.88,Orthodox,1990-08-16,5.02,41.0,4.17,58.0,0.34,22.0,50.0,0.3,,,23-9-0.,0.71875,Peso Meio-Médio
Alan Patrick,15,4,0,180.34,70.31,187.96,Southpaw,1983-07-19,1.82,40.0,2.95,43.0,3.01,33.0,43.0,0.3,,,15-4-0.,0.7894736842105263,Peso Leve
Jim Alers,13,3,0,175.26,65.77,180.34,Orthodox,1986-10-14,2.9,40.0,4.38,56.0,2.26,41.0,80.0,0.3,,,13-3-0.,0.8125,Peso Leve
Matt Bessette,22,9,0,177.8,65.77,177.8,Orthodox,1984-12-28,4.36,41.0,4.45,58.0,0.64,28.0,61.0,0.3,,,22-9-0.,0.7096774193548387,Peso Leve
Alan Jouban,17,7,0,182.88,77.11,185.42,Southpaw,1981-11-25,5.67,50.0,3.77,60.0,0.51,44.0,58.0,0.3,,,17-7-0.,0.7083333333333334,Peso Meio-Médio
Tony Gravely,23,9,0,165.1,61.23,175.26,Orthodox,1991-09-28,3.82,48.0,4.47,44.0,5.4,41.0,52.0,0.3,,,23-9-0.,0.71875,Peso Galo
Viscardi Andrade,19,6,0,180.34,77.11,190.5,Orthodox,1984-03-08,3.26,42.0,2.77,63.0,1.93,50.0,66.0,0.3,,,19-6-0.,0.76,Peso Meio-Médio
Daniel Kelly,13,4,0,182.88,83.91,177.8,Southpaw,1977-10-31,3.62,38.0,4.64,61.0,1.86,34.0,78.0,0.3,,,13-4-0.,0.7647058823529411,Peso Médio
Chance Rencountre,14,4,0,187.96,77.11,190.5,Southpaw,1986-12-31,1.1,20.0,3.62,49.0,1.35,26.0,16.0,0.3,,,14-4-0.,0.7777777777777778,Peso Meio-Médio
Sijara Eubanks,8,7,0,162.56,56.7,170.18,Orthodox,1985-04-27,4.3,43.0,3.43,57.0,1.9,44.0,66.0,0.3,,,8-7-0.,0.5333333333333333,Peso Mosca
Devonte Smith,11,4,0,175.26,70.31,193.04,Orthodox,1993-07-30,4.55,53.0,3.91,49.0,0.35,25.0,85.0,0.3,,,11-4-0.,0.7333333333333333,Peso Leve
Luan Chagas,15,3,1,182.88,77.11,190.5,Orthodox,1993-06-17,4.16,47.0,3.19,62.0,0.32,12.0,85.0,0.3,,,15-3-1.,0.8157894736842105,Peso Meio-Médio
Jesse Lennox,14,4,0,175.26,77.11,182.88,Orthodox,1982-03-10,2.69,32.0,3.2,64.0,1.22,66.0,63.0,0.3,,,14-4-0.,0.7777777777777778,Peso Meio-Médio
Syuri Kondo,6,3,0,162.56,52.16,167.64,Orthodox,1989-02-08,5.4,44.0,7.22,58.0,0.0,0.0,83.0,0.3,,,6-3-0.,0.6666666666666666,Peso Mosca
Ode Osbourne,12,6,0,170.18,56.7,185.42,Southpaw,1992-01-09,3.74,39.0,4.41,45.0,1.37,27.0,68.0,0.3,,,12-6-0.,0.6666666666666666,Peso Mosca
Zach Makovsky,20,8,0,162.56,56.7,162.56,Southpaw,1983-04-19,1.94,43.0,2.24,62.0,3.71,30.0,56.0,0.3,,,20-8-0.,0.7142857142857143,Peso Mosca
Brian Stann,12,6,0,185.42,92.99,187.96,Orthodox,1980-09-24,3.28,42.0,2.65,59.0,0.12,12.0,60.0,0.3,,,12-6-0.,0.6666666666666666,Peso Meio-Pesado
Johny Hendricks,18,8,0,175.26,83.91,175.26,Southpaw,1983-09-12,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3,,,18-8-0.,0.6923076923076923,Peso Médio
Thiago Alves,23,15,0,175.26,77.11,177.8,Orthodox,1983-10-03,3.73,41.0,3.42,62.0,0.71,60.0,63.0,0.3,,,23-15-0.,0.6052631578947368,Peso Meio-Médio
Waylon Lowe,16,7,0,170.18,65.77,170.18,Southpaw,1980-10-31,1.88,55.0,2.4,53.0,4.47,55.0,83.0,0.3,,,16-7-0.,0.6956521739130435,Peso Leve
Keita Nakamura,34,10,2,180.34,77.11,185.42,Southpaw,1984-05-22,2.23,36.0,3.2,58.0,1.65,48.0,63.0,0.3,,,34-10-2.,0.7608695652173914,Peso Meio-Médio
Joselyne Edwards,13,5,0,172.72,61.23,177.8,Orthodox,1995-09-29,4.71,52.0,3.36,50.0,1.0,33.0,64.0,0.3,,,13-5-0.,0.7222222222222222,Peso Galo
Heather Clark,7,6,0,167.64,52.16,162.56,Orthodox,1980-09-19,3.69,49.0,5.62,50.0,0.33,4.0,80.0,0.3,,,7-6-0.,0.5384615384615384,Peso Mosca
Amar Suloev,24,7,0,175.26,83.01,175.26,Orthodox,1976-07-01,1.98,37.0,2.19,70.0,0.27,100.0,88.0,0.3,,,24-7-0.,0.7741935483870968,Peso Médio
Pete Spratt,25,23,0,175.26,77.11,175.26,Orthodox,1971-01-09,1.63,48.0,1.33,55.0,0.3,100.0,46.0,0.3,,,25-23-0.,0.5208333333333334,Peso Meio-Médio
Tiago dos Santos e Silva,20,7,2,175.26,65.77,177.8,Orthodox,1987-04-12,3.69,35.0,4.23,59.0,0.63,11.0,33.0,0.3,,,20-7-2.,0.7241379310344828,Peso Leve
Frankie Edgar,23,11,1,167.64,61.23,172.72,Orthodox,1981-10-16,3.77,40.0,2.82,65.0,2.29,31.0,65.0,0.3,,,23-11-1.,0.6714285714285714,Peso Galo
Hannah Cifers,10,7,0,154.94,52.16,157.48,Orthodox,1992-06-26,4.99,44.0,5.39,52.0,0.26,100.0,64.0,0.3,,,10-7-0.,0.5882352941176471,Peso Mosca
Jan Blachowicz,29,10,1,187.96,92.99,198.12,Orthodox,1983-02-24,3.41,50.0,2.91,53.0,1.09,50.0,68.0,0.3,,,29-10-1.,0.7375,Peso Meio-Pesado
Ian Loveland,18,10,0,172.72,65.77,172.72,Orthodox,1983-09-07,2.71,40.0,2.36,64.0,1.0,37.0,69.0,0.3,,,18-10-0.,0.6428571428571429,Peso Leve
Max Griffin,19,10,0,180.34,77.11,193.04,Orthodox,1985-11-29,4.09,49.0,3.94,57.0,1.48,41.0,69.0,0.3,,,19-10-0.,0.6551724137931034,Peso Meio-Médio
Neil Magny,28,12,0,190.5,77.11,203.2,Orthodox,1987-08-03,3.45,46.0,2.4,53.0,2.22,40.0,55.0,0.3,,,28-12-0.,0.7,Peso Meio-Médio
Cory Sandhagen,17,4,0,180.34,61.23,177.8,Switch,1992-04-20,5.33,44.0,3.4,58.0,1.36,33.0,64.0,0.3,,,17-4-0.,0.8095238095238095,Peso Galo
Trevin Giles,16,5,0,182.88,77.11,187.96,Orthodox,1992-08-06,2.97,53.0,2.09,59.0,1.27,55.0,71.0,0.3,,,16-5-0.,0.7619047619047619,Peso Meio-Médio
Frankie Perez,10,4,0,180.34,70.31,185.42,Orthodox,1989-05-11,1.64,41.0,2.17,54.0,1.75,41.0,50.0,0.3,,,10-4-0.,0.7142857142857143,Peso Leve
Dan Ige,17,7,0,170.18,65.77,180.34,Orthodox,1991-08-06,3.76,45.0,3.53,57.0,1.07,26.0,58.0,0.3,,,17-7-0.,0.7083333333333334,Peso Leve
Nah-Shon Burrell,15,7,0,180.34,77.11,180.34,Orthodox,1990-02-05,4.83,47.0,3.45,56.0,0.0,0.0,52.0,0.3,,,15-7-0.,0.6818181818181818,Peso Meio-Médio
Bruno Santos,15,2,0,175.26,83.91,175.26,Orthodox,1987-07-17,1.18,46.0,2.27,56.0,3.0,37.0,66.0,0.3,,,15-2-0.,0.8823529411764706,Peso Médio
Andre Fili,22,10,0,180.34,65.77,187.96,Orthodox,1990-06-25,3.83,37.0,4.13,51.0,2.22,47.0,69.0,0.3,,,22-10-0.,0.6875,Peso Leve
Julia Avila,9,3,0,170.18,61.23,172.72,Orthodox,1988-05-11,2.59,43.0,2.86,50.0,0.54,33.0,50.0,0.3,,,9-3-0.,0.75,Peso Galo
Tracy Cortez,11,1,0,165.1,56.7,165.1,Orthodox,1993-12-10,4.11,53.0,2.79,60.0,2.33,46.0,75.0,0.3,,,11-1-0.,0.9166666666666666,Peso Mosca
Deividas Taurosevicius,17,5,0,175.26,65.77,172.72,Southpaw,1977-08-28,2.13,43.0,1.82,59.0,2.0,28.0,50.0,0.3,,,17-5-0.,0.7727272727272727,Peso Leve
Enrique Barzola,17,5,2,170.18,65.77,177.8,Orthodox,1989-04-28,3.91,41.0,2.97,68.0,4.2,45.0,66.0,0.3,,,17-5-2.,0.75,Peso Leve
Nick Ring,14,4,0,182.88,83.91,187.96,Southpaw,1979-02-10,3.52,42.0,3.48,62.0,1.36,36.0,52.0,0.3,,,14-4-0.,0.7777777777777778,Peso Médio
Amir Sadollah,6,5,0,177.8,77.11,190.5,Orthodox,1980-08-27,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3,,,6-5-0.,0.5454545454545454,Peso Meio-Médio
Carla Esparza,20,7,0,154.94,52.16,160.02,Orthodox,1987-10-10,2.16,40.0,2.69,55.0,3.22,35.0,47.0,0.3,,,20-7-0.,0.7407407407407407,Peso Mosca
Benito Lopez,10,2,0,177.8,61.23,185.42,Switch,1994-04-06,4.39,45.0,5.18,56.0,0.0,0.0,73.0,0.3,,,10-2-0.,0.8333333333333334,Peso Galo
Daniel Teymur,7,4,0,165.1,65.77,175.26,Orthodox,1988-02-03,3.08,46.0,3.93,56.0,0.56,18.0,60.0,0.3,,,7-4-0.,0.6363636363636364,Peso Leve
Dennis Siver,23,11,0,167.64,65.77,177.8,Orthodox,1979-01-13,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,,,23-11-0.,0.6764705882352942,Peso Leve
Jessin Ayari,16,6,0,182.88,70.31,185.42,Orthodox,1992-05-31,3.53,37.0,3.59,58.0,0.0,0.0,50.0,0.3,,,16-6-0.,0.7272727272727273,Peso Leve
Michael Bisping,30,9,0,185.42,83.91,190.5,Orthodox,1979-02-28,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,,,30-9-0.,0.7692307692307693,Peso Médio
Movsar Evloev,17,0,0,170.18,65.77,182.88,Orthodox,1994-02-11,4.57,49.0,2.74,61.0,4.71,50.0,71.0,0.3,,,17-0-0.,1.0,Peso Leve
Gilbert Melendez,22,8,0,175.26,65.77,185.42,Orthodox,1982-04-12,3.44,33.0,2.53,63.0,1.64,41.0,71.0,0.2,,,22-8-0.,0.7333333333333333,Peso Leve
Mike Davis,10,2,0,182.88,70.31,182.88,Orthodox,1992-10-07,5.83,52.0,6.2,56.0,3.04,53.0,69.0,0.2,,,10-2-0.,0.8333333333333334,Peso Leve
Henrique da Silva,14,5,0,190.5,92.99,193.04,Orthodox,1989-09-01,3.89,60.0,5.28,40.0,0.25,14.0,22.0,0.2,,,14-5-0.,0.7368421052631579,Peso Meio-Pesado
Will Campuzano,14,6,0,175.26,56.7,177.8,Orthodox,1986-05-27,2.43,31.0,3.82,57.0,0.88,45.0,48.0,0.2,,,14-6-0.,0.7,Peso Mosca
Vitor Miranda,12,5,0,185.42,83.91,195.58,Orthodox,1979-03-10,2.98,45.0,2.95,58.0,0.95,55.0,50.0,0.2,,,12-5-0.,0.7058823529411765,Peso Médio
Khalid Taha,13,5,0,165.1,61.23,175.26,Orthodox,1992-02-15,2.64,32.0,4.12,46.0,0.0,0.0,61.0,0.2,,,13-5-0.,0.7222222222222222,Peso Galo
Nam Phan,21,17,0,167.64,61.23,177.8,Orthodox,1983-03-13,4.52,37.0,6.55,59.0,0.18,18.0,60.0,0.2,,,21-17-0.,0.5526315789473685,Peso Galo
Gina Mazany,7,6,0,167.64,56.7,172.72,Southpaw,1988-08-19,3.73,50.0,3.52,50.0,4.34,52.0,33.0,0.2,,,7-6-0.,0.5384615384615384,Peso Mosca
Omari Akhmedov,21,6,1,182.88,83.91,185.42,Orthodox,1987-10-12,2.97,34.0,2.84,55.0,2.58,45.0,65.0,0.2,,,21-6-1.,0.7678571428571429,Peso Médio
Mike Perry,14,8,0,177.8,77.11,180.34,Orthodox,1991-09-15,4.32,47.0,5.16,52.0,0.81,40.0,78.0,0.2,,,14-8-0.,0.6363636363636364,Peso Meio-Médio
Douglas Silva de Andrade,29,5,0,170.18,61.23,172.72,Orthodox,1985-06-22,3.66,38.0,3.99,58.0,0.61,46.0,70.0,0.2,,,29-5-0.,0.8529411764705882,Peso Galo
Paul Felder,17,6,0,180.34,70.31,177.8,Orthodox,1984-04-25,3.7,44.0,3.44,48.0,0.29,28.0,64.0,0.2,,,17-6-0.,0.7391304347826086,Peso Leve
Trevin Jones,13,10,0,170.18,61.23,177.8,Southpaw,1990-08-04,2.13,37.0,4.29,39.0,0.62,15.0,60.0,0.2,,,13-10-0.,0.5652173913043478,Peso Galo
Hyun Gyu Lim,13,7,1,190.5,77.11,195.58,Orthodox,1985-01-16,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,,,13-7-1.,0.6428571428571429,Peso Meio-Médio
Nicholas Musoke,13,5,0,182.88,77.11,190.5,Orthodox,1986-04-05,3.56,35.0,3.8,57.0,1.16,19.0,82.0,0.2,,,13-5-0.,0.7222222222222222,Peso Meio-Médio
Eric Shelton,12,6,0,167.64,56.7,172.72,Orthodox,1991-02-02,2.57,42.0,1.88,63.0,2.83,51.0,46.0,0.2,,,12-6-0.,0.6666666666666666,Peso Mosca
Mara Romero Borella,12,9,0,167.64,56.7,175.26,Orthodox,1986-06-03,2.54,37.0,2.48,71.0,1.83,44.0,66.0,0.2,,,12-9-0.,0.5714285714285714,Peso Mosca
Danielle Taylor,9,4,0,152.4,52.16,152.4,Orthodox,1989-10-25,2.75,29.0,3.31,71.0,0.2,20.0,70.0,0.2,,,9-4-0.,0.6923076923076923,Peso Mosca
Andrei Arlovski,34,22,0,190.5,108.86,195.58,Orthodox,1979-02-04,3.78,45.0,3.2,57.0,0.39,36.0,76.0,0.2,,,34-22-0.,0.6071428571428571,Peso Pesado
Hannah Goldy,6,4,0,162.56,52.16,154.94,Orthodox,1992-05-18,5.19,47.0,4.67,50.0,0.66,12.0,54.0,0.2,,,6-4-0.,0.6,Peso Mosca
Danny Castillo,17,10,0,175.26,70.31,180.34,Orthodox,1979-08-25,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2,,,17-10-0.,0.6296296296296297,Peso Leve
Karolina Kowalkiewicz,16,7,0,160.02,52.16,162.56,Orthodox,1985-10-15,5.92,43.0,5.55,59.0,0.36,26.0,74.0,0.2,,,16-7-0.,0.6956521739130435,Peso Mosca
Michinori Tanaka,11,3,0,165.1,61.23,170.18,Orthodox,1990-10-04,1.97,37.0,1.99,50.0,2.4,38.0,43.0,0.2,,,11-3-0.,0.7857142857142857,Peso Galo
Randa Markos,11,12,1,162.56,52.16,160.02,Orthodox,1985-08-10,2.97,43.0,3.1,58.0,1.12,28.0,52.0,0.2,,,11-12-1.,0.4791666666666667,Peso Mosca
Jared Gooden,23,9,0,182.88,77.11,195.58,Orthodox,1993-12-05,5.08,49.0,6.68,48.0,0.67,100.0,65.0,0.2,,,23-9-0.,0.71875,Peso Meio-Médio
Makhmud Muradov,26,8,0,187.96,83.91,190.5,Orthodox,1990-02-08,4.21,43.0,2.56,61.0,3.04,66.0,77.0,0.2,,,26-8-0.,0.7647058823529411,Peso Médio
Seo Hee Ham,17,8,0,157.48,52.16,157.48,Southpaw,1987-03-08,4.2,39.0,5.15,61.0,0.0,0.0,66.0,0.2,,,17-8-0.,0.68,Peso Mosca
Richard Walsh,9,5,0,182.88,77.11,185.42,Orthodox,1988-12-01,3.84,46.0,2.72,58.0,1.55,40.0,66.0,0.2,,,9-5-0.,0.6428571428571429,Peso Meio-Médio
Ismail Naurdiev,19,4,0,177.8,77.11,187.96,Orthodox,1996-08-18,3.17,52.0,1.3,68.0,1.25,71.0,70.0,0.2,,,19-4-0.,0.8260869565217391,Peso Meio-Médio
Mark Hunt,13,14,1,177.8,120.2,182.88,Orthodox,1974-03-23,2.81,43.0,2.9,51.0,0.51,55.0,64.0,0.2,,,13-14-1.,0.48214285714285715,Peso Pesado
Scott Holtzman,14,6,0,175.26,70.31,175.26,Orthodox,1983-09-30,4.32,47.0,3.66,55.0,1.88,56.0,67.0,0.2,,,14-6-0.,0.7,Peso Leve
Felicia Spencer,9,3,0,167.64,65.77,172.72,Orthodox,1990-11-29,3.21,48.0,4.54,45.0,1.18,18.0,27.0,0.2,,,9-3-0.,0.75,Peso Leve
Giga Chikadze,15,3,0,182.88,65.77,187.96,Orthodox,1988-08-25,4.08,43.0,3.44,62.0,0.23,33.0,69.0,0.2,,,15-3-0.,0.8333333333333334,Peso Leve
Colby Covington,17,3,0,180.34,77.11,182.88,Orthodox,1988-02-22,4.1,39.0,3.05,55.0,4.05,45.0,72.0,0.2,,,17-3-0.,0.85,Peso Meio-Médio
Melvin Guillard,32,18,2,175.26,70.31,180.34,Orthodox,1983-03-30,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2,,,32-18-2.,0.6346153846153846,Peso Leve
Aleksandar Rakic,14,3,0,193.04,92.99,198.12,Orthodox,1992-02-06,4.01,50.0,2.3,53.0,0.82,25.0,90.0,0.2,,,14-3-0.,0.8235294117647058,Peso Meio-Pesado
Tim Means,33,15,1,187.96,77.11,190.5,Orthodox,1984-02-20,5.1,49.0,3.65,60.0,1.16,42.0,65.0,0.2,,,33-15-1.,0.6836734693877551,Peso Meio-Médio
Zhalgas Zhumagulov,14,9,0,162.56,56.7,167.64,Switch,1988-08-29,5.24,43.0,5.86,52.0,1.3,19.0,75.0,0.2,,,14-9-0.,0.6086956521739131,Peso Mosca
Tucker Lutz,12,4,0,172.72,65.77,182.88,Orthodox,1994-07-12,3.74,46.0,3.25,44.0,1.99,44.0,69.0,0.2,,,12-4-0.,0.75,Peso Leve
